Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
ABBVIE INC,COM,00287Y109,2474794,22868178,SH,,DFND,22868178,0,0
AMAZON COM INC,COM,023135106,1297967,419500,SH,,DFND,419500,0,0
AMAZON COM INC,COM,023135106,352106,113800,SH,,DFND,113800,0,0
AMERICAN EXPRESS CO,COM,025816109,276111,1952142,SH,,DFND,1952142,0,0
AMERICAN EXPRESS CO,COM,025816109,23751,167926,SH,,DFND,167926,0,0
AMERICAN EXPRESS CO,COM,025816109,2436361,17225400,SH,,DFND,17225400,0,0
AMERICAN EXPRESS CO,COM,025816109,118786,839832,SH,,DFND,839832,0,0
AMERICAN EXPRESS CO,COM,025816109,290956,2057100,SH,,DFND,2057100,0,0
AMERICAN EXPRESS CO,COM,025816109,1130761,7994634,SH,,DFND,7994634,0,0
AMERICAN EXPRESS CO,COM,025816109,16969116,119973953,SH,,DFND,119973953,0,0
AMERICAN EXPRESS CO,COM,025816109,197975,1399713,SH,,DFND,1399713,0,0
APPLE INC,COM,037833100,84528,692000,SH,,DFND,692000,0,0
APPLE INC,COM,037833100,469056,3840000,SH,,DFND,3840000,0,0
APPLE INC,COM,037833100,2963359,24260000,SH,,DFND,24260000,0,0
APPLE INC,COM,037833100,7106125,58175400,SH,,DFND,58175400,0,0
APPLE INC,COM,037833100,332737,2724000,SH,,DFND,2724000,0,0
APPLE INC,COM,037833100,7517476,61542988,SH,,DFND,61542988,0,0
APPLE INC,COM,037833100,1484367,12152000,SH,,DFND,12152000,0,0
APPLE INC,COM,037833100,5842679,47832000,SH,,DFND,47832000,0,0
APPLE INC,COM,037833100,81770773,669429166,SH,,DFND,669429166,0,0
APPLE INC,COM,037833100,331271,2712000,SH,,DFND,2712000,0,0
APPLE INC,COM,037833100,461238,3776000,SH,,DFND,3776000,0,0
BANK AMER CORP,COM,060505104,151665,3920000,SH,,DFND,3920000,0,0
BANK AMER CORP,COM,060505104,460411,11900000,SH,,DFND,11900000,0,0
BANK AMER CORP,COM,060505104,676398,17482500,SH,,DFND,17482500,0,0
BANK AMER CORP,COM,060505104,5416600,140000000,SH,,DFND,140000000,0,0
BANK AMER CORP,COM,060505104,1217884,31478000,SH,,DFND,31478000,0,0
BANK AMER CORP,COM,060505104,81249,2100000,SH,,DFND,2100000,0,0
BANK AMER CORP,COM,060505104,12062768,311780000,SH,,DFND,311780000,0,0
BANK AMER CORP,COM,060505104,464241,11999000,SH,,DFND,11999000,0,0
BANK AMER CORP,COM,060505104,668370,17275000,SH,,DFND,17275000,0,0
BANK AMER CORP,COM,060505104,16418725,424366106,SH,,DFND,424366106,0,0
BANK AMER CORP,COM,060505104,1083320,28000000,SH,,DFND,28000000,0,0
BANK AMER CORP,COM,060505104,379162,9800000,SH,,DFND,9800000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,355207,7511249,SH,,DFND,7511249,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,101579,2148000,SH,,DFND,2148000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,84834,1793915,SH,,DFND,1793915,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,21612,457000,SH,,DFND,457000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,36697,776000,SH,,DFND,776000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,306930,6490384,SH,,DFND,6490384,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,346116,7319000,SH,,DFND,7319000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,126840,2682169,SH,,DFND,2682169,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,1940769,41039736,SH,,DFND,41039736,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,101201,2140000,SH,,DFND,2140000,0,0
BIOGEN INC,COM,09062X103,179885,643022,SH,,DFND,643022,0,0
BRISTOL-MYERS SQUIBB CO,COM,110122108,1959064,31032227,SH,,DFND,31032227,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,3216810,5213461,SH,,DFND,5213461,0,0
CHEVRON CORP NEW,COM,166764100,2480617,23672271,SH,,DFND,23672271,0,0
COCA COLA CO,COM,191216100,42168,800000,SH,,DFND,800000,0,0
COCA COLA CO,COM,191216100,19580,371471,SH,,DFND,371471,0,0
COCA COLA CO,COM,191216100,4480,85000,SH,,DFND,85000,0,0
COCA COLA CO,COM,191216100,4231727,80283200,SH,,DFND,80283200,0,0
COCA COLA CO,COM,191216100,96143,1824000,SH,,DFND,1824000,0,0
COCA COLA CO,COM,191216100,759614,14411200,SH,,DFND,14411200,0,0
COCA COLA CO,COM,191216100,790144,14990400,SH,,DFND,14990400,0,0
COCA COLA CO,COM,191216100,14902315,282722729,SH,,DFND,282722729,0,0
COCA COLA CO,COM,191216100,187226,3552000,SH,,DFND,3552000,0,0
COCA COLA CO,COM,191216100,50602,960000,SH,,DFND,960000,0,0
DAVITA INC,COM,23918K108,1894822,17582088,SH,,DFND,17582088,0,0
DAVITA INC,COM,23918K108,1995198,18513482,SH,,DFND,18513482,0,0
GENERAL MTRS CO,COM,37045V100,805877,14025000,SH,,DFND,14025000,0,0
GENERAL MTRS CO,COM,37045V100,285519,4969000,SH,,DFND,4969000,0,0
GENERAL MTRS CO,COM,37045V100,1430019,24887209,SH,,DFND,24887209,0,0
GENERAL MTRS CO,COM,37045V100,482798,8402338,SH,,DFND,8402338,0,0
GENERAL MTRS CO,COM,37045V100,845607,14716453,SH,,DFND,14716453,0,0
GLOBE LIFE INC,COM,37959E102,20623,213424,SH,,DFND,213424,0,0
GLOBE LIFE INC,COM,37959E102,16861,174489,SH,,DFND,174489,0,0
GLOBE LIFE INC,COM,37959E102,97779,1011888,SH,,DFND,1011888,0,0
GLOBE LIFE INC,COM,37959E102,139082,1439325,SH,,DFND,1439325,0,0
GLOBE LIFE INC,COM,37959E102,339616,3514601,SH,,DFND,3514601,0,0
JOHNSON & JOHNSON,COM,478160104,53759,327100,SH,,DFND,327100,0,0
KRAFT HEINZ CO,COM,500754106,13025393,325634818,SH,,DFND,325634818,0,0
KROGER CO,COM,501044101,727772,20221505,SH,,DFND,20221505,0,0
KROGER CO,COM,501044101,27659,768531,SH,,DFND,768531,0,0
KROGER CO,COM,501044101,101240,2813000,SH,,DFND,2813000,0,0
KROGER CO,COM,501044101,980989,27257260,SH,,DFND,27257260,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,189902,4308117,SH,,DFND,4308117,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,343462,7791780,SH,,DFND,7791780,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,41144,933391,SH,,DFND,933391,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,80537,1827072,SH,,DFND,1827072,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,651872,14778322,SH,,DFND,14778322,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,971758,22030333,SH,,DFND,22030333,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,28693,650480,SH,,DFND,650480,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,253595,5749156,SH,,DFND,5749156,0,0
MARSH & MCLENNAN COS INC,COM,571748102,644021,5287526,SH,,DFND,5287526,0,0
MASTERCARD INC,CL A,57636Q104,1625281,4564756,SH,,DFND,4564756,0,0
MERCK & CO. INC,COM,58933Y105,1378553,17882388,SH,,DFND,17882388,0,0
MONDELEZ INTL INC,CL A,609207105,33830,578000,SH,,DFND,578000,0,0
MOODYS CORP,COM,615369105,21530,72100,SH,,DFND,72100,0,0
MOODYS CORP,COM,615369105,3575535,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,3769578,12623750,SH,,DFND,12623750,0,0
PROCTER & GAMBLE CO,COM,742718109,42715,315400,SH,,DFND,315400,0,0
RH,COM,74967X103,484063,811369,SH,,DFND,811369,0,0
RH,COM,74967X103,563834,945079,SH,,DFND,945079,0,0
SPDR S&P 500 ETF TR,TR UNIT,78462F103,15615,39400,SH,,DFND,39400,0,0
SIRIUS XM HLDGS INC,COM,82968B103,265882,43658800,SH,,DFND,43658800,0,0
SNOWFLAKE INC,CL A,833445109,1404426,6125376,SH,,DFND,6125376,0,0
STORE CAP CORP,COM,862121100,101003,3015000,SH,,DFND,3015000,0,0
STORE CAP CORP,COM,862121100,20199,602954,SH,,DFND,602954,0,0
STORE CAP CORP,COM,862121100,696707,20797214,SH,,DFND,20797214,0,0
T-MOBILE US INC,COM,872590104,71415,570000,SH,,DFND,570000,0,0
T-MOBILE US INC,COM,872590104,585355,4672000,SH,,DFND,4672000,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,251861,21825000,SH,,DFND,21825000,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,31269,2709585,SH,,DFND,2709585,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,210659,18254710,SH,,DFND,18254710,0,0
US BANCORP DEL,COM NEW,902973304,32648,590275,SH,,DFND,590275,0,0
US BANCORP DEL,COM NEW,902973304,212944,3850000,SH,,DFND,3850000,0,0
US BANCORP DEL,COM NEW,902973304,246798,4462082,SH,,DFND,4462082,0,0
US BANCORP DEL,COM NEW,902973304,1344437,24307300,SH,,DFND,24307300,0,0
US BANCORP DEL,COM NEW,902973304,64989,1175000,SH,,DFND,1175000,0,0
US BANCORP DEL,COM NEW,902973304,701292,12679300,SH,,DFND,12679300,0,0
US BANCORP DEL,COM NEW,902973304,232567,4204800,SH,,DFND,4204800,0,0
US BANCORP DEL,COM NEW,902973304,209570,3789000,SH,,DFND,3789000,0,0
US BANCORP DEL,COM NEW,902973304,4031232,72884327,SH,,DFND,72884327,0,0
US BANCORP DEL,COM NEW,902973304,96516,1745000,SH,,DFND,1745000,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,10097,59400,SH,,DFND,59400,0,0
VANGUARD INDEX FDS,S&P 500 ETF SHS,922908363,15665,43000,SH,,DFND,43000,0,0
VERISIGN INC,COM,92343E102,975938,4910132,SH,,DFND,4910132,0,0
VERISIGN INC,COM,92343E102,1571293,7905481,SH,,DFND,7905481,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,9235649,158824575,SH,,DFND,158824575,0,0
VISA INC,COM CL A,92826C839,2114645,9987460,SH,,DFND,9987460,0,0
WELLS FARGO & CO NEW,COM,949746101,26374,675054,SH,,DFND,675054,0,0
AON PLC,SHS CL A,G0403H108,598286,2600000,SH,,DFND,2600000,0,0
AON PLC,SHS CL A,G0403H108,4102,17825,SH,,DFND,17825,0,0
AON PLC,SHS CL A,G0403H108,340176,1478321,SH,,DFND,1478321,0,0
AXALTA COATING SYS LTD,COM,G0750C108,410779,13887037,SH,,DFND,13887037,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,86213,3359831,SH,,DFND,3359831,0,0
LIBERTY GLOBAL PLC,SHS CL C,G5480U120,187642,7346968,SH,,DFND,7346968,0,0
STONECO LTD,COM CL A,G85158106,654775,10695448,SH,,DFND,10695448,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,12902,1005607,SH,,DFND,1005607,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,20851,1625185,SH,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,16667,1284020,SH,,DFND,1284020,0,0
