Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
COCA COLA CO,COM,191216100,786546,14990400,SH,,DFND,14990400,0,0
COCA COLA CO,COM,191216100,14834462,282722729,SH,,DFND,282722729,0,0
COCA COLA CO,COM,191216100,186373,3552000,SH,,DFND,3552000,0,0
COCA COLA CO,COM,191216100,50371,960000,SH,,DFND,960000,0,0
DAVITA INC,COM,23918K108,2044094,17582088,SH,,DFND,17582088,0,0
DAVITA INC,COM,23918K108,2152377,18513482,SH,,DFND,18513482,0,0
FLOOR & DECOR HLDGS INC,CL A,339750101,42127,348763,SH,,DFND,348763,0,0
FLOOR & DECOR HLDGS INC,CL A,339750101,56542,468100,SH,,DFND,468100,0,0
GENERAL MTRS CO,COM,37045V100,370288,7025000,SH,,DFND,7025000,0,0
GENERAL MTRS CO,COM,37045V100,261916,4969000,SH,,DFND,4969000,0,0
GENERAL MTRS CO,COM,37045V100,1311805,24887209,SH,,DFND,24887209,0,0
GENERAL MTRS CO,COM,37045V100,442887,8402338,SH,,DFND,8402338,0,0
GENERAL MTRS CO,COM,37045V100,775704,14716453,SH,,DFND,14716453,0,0
GLOBE LIFE INC,COM,37959E102,19001,213424,SH,,DFND,213424,0,0
GLOBE LIFE INC,COM,37959E102,15535,174489,SH,,DFND,174489,0,0
GLOBE LIFE INC,COM,37959E102,90088,1011888,SH,,DFND,1011888,0,0
GLOBE LIFE INC,COM,37959E102,128143,1439325,SH,,DFND,1439325,0,0
GLOBE LIFE INC,COM,37959E102,312905,3514601,SH,,DFND,3514601,0,0
JOHNSON & JOHNSON,COM,478160104,52827,327100,SH,,DFND,327100,0,0
KRAFT HEINZ CO,COM,500754106,11989874,325634818,SH,,DFND,325634818,0,0
KROGER CO,COM,501044101,1148010,28395000,SH,,DFND,28395000,0,0
KROGER CO,COM,501044101,31072,768531,SH,,DFND,768531,0,0
KROGER CO,COM,501044101,216993,5367119,SH,,DFND,5367119,0,0
KROGER CO,COM,501044101,1102011,27257260,SH,,DFND,27257260,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,203214,4308117,SH,,DFND,4308117,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,367538,7791780,SH,,DFND,7791780,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,44028,933391,SH,,DFND,933391,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,86183,1827072,SH,,DFND,1827072,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,701527,14778322,SH,,DFND,14778322,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,1045780,22030333,SH,,DFND,22030333,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,30878,650480,SH,,DFND,650480,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,272912,5749156,SH,,DFND,5749156,0,0
MARSH & MCLENNAN COS INC,COM,571748102,415184,2741755,SH,,DFND,2741755,0,0
MASTERCARD INC,CL A,57636Q104,1491077,4288648,SH,,DFND,4288648,0,0
MONDELEZ INTL INC,CL A,609207105,33628,578000,SH,,DFND,578000,0,0
MOODYS CORP,COM,615369105,25603,72100,SH,,DFND,72100,0,0
MOODYS CORP,COM,615369105,4252062,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,4482820,12623750,SH,,DFND,12623750,0,0
PROCTER & GAMBLE CO,COM,742718109,44093,315400,SH,,DFND,315400,0,0
RH,COM,74967X103,564798,846888,SH,,DFND,846888,0,0
RH,COM,74967X103,630283,945079,SH,,DFND,945079,0,0
SPDR S&P 500 ETF TR,TR UNIT,78462F103,16908,39400,SH,,DFND,39400,0,0
SIRIUS XM HLDGS INC,COM,82968B103,266319,43658800,SH,,DFND,43658800,0,0
SNOWFLAKE INC,CL A,833445109,1852497,6125376,SH,,DFND,6125376,0,0
STORE CAP CORP,COM,862121100,96570,3015000,SH,,DFND,3015000,0,0
STORE CAP CORP,COM,862121100,19313,602954,SH,,DFND,602954,0,0
STORE CAP CORP,COM,862121100,666135,20797214,SH,,DFND,20797214,0,0
T-MOBILE US INC,COM,872590104,72823,570000,SH,,DFND,570000,0,0
T-MOBILE US INC,COM,872590104,596895,4672000,SH,,DFND,4672000,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,212576,21825000,SH,,DFND,21825000,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,26391,2709585,SH,,DFND,2709585,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,177801,18254710,SH,,DFND,18254710,0,0
US BANCORP DEL,COM NEW,902973304,35086,590275,SH,,DFND,590275,0,0
US BANCORP DEL,COM NEW,902973304,228844,3850000,SH,,DFND,3850000,0,0
US BANCORP DEL,COM NEW,902973304,232529,3912000,SH,,DFND,3912000,0,0
US BANCORP DEL,COM NEW,902973304,1444826,24307300,SH,,DFND,24307300,0,0
US BANCORP DEL,COM NEW,902973304,69842,1175000,SH,,DFND,1175000,0,0
US BANCORP DEL,COM NEW,902973304,753658,12679300,SH,,DFND,12679300,0,0
US BANCORP DEL,COM NEW,902973304,249933,4204800,SH,,DFND,4204800,0,0
US BANCORP DEL,COM NEW,902973304,225218,3789000,SH,,DFND,3789000,0,0
US BANCORP DEL,COM NEW,902973304,4170620,70165212,SH,,DFND,70165212,0,0
US BANCORP DEL,COM NEW,902973304,103723,1745000,SH,,DFND,1745000,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,10817,59400,SH,,DFND,59400,0,0
VANGUARD INDEX FDS,S&P 500 ETF SHS,922908363,16959,43000,SH,,DFND,43000,0,0
VERISIGN INC,COM,92343E102,1006626,4910132,SH,,DFND,4910132,0,0
VERISIGN INC,COM,92343E102,1620703,7905481,SH,,DFND,7905481,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,8578115,158824575,SH,,DFND,158824575,0,0
VISA INC,COM CL A,92826C839,2130038,9562460,SH,,DFND,9562460,0,0
WELLS FARGO & CO NEW,COM,949746101,31329,675054,SH,,DFND,675054,0,0
AON PLC,SHS CL A,G0403H108,743002,2600000,SH,,DFND,2600000,0,0
AON PLC,SHS CL A,G0403H108,12518,43806,SH,,DFND,43806,0,0
AON PLC,SHS CL A,G0403H108,500724,1752194,SH,,DFND,1752194,0,0
ROYALTY PHARMA PLC,SHS CLASS A,G7709Q104,475093,13145902,SH,,DFND,13145902,0,0
STONECO LTD,COM CL A,G85158106,371346,10695448,SH,,DFND,10695448,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,13153,1005607,SH,,DFND,1005607,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,21257,1625185,SH,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,16846,1284020,SH,,DFND,1284020,0,0
