Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,59946232,1827072,SH,,DFND,1827072,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,483694479,14778322,SH,,DFND,14778322,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,721052799,22030333,SH,,DFND,22030333,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,21290210,650480,SH,,DFND,650480,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,188169876,5749156,SH,,DFND,5749156,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,281301034,3736730,SH,,DFND,3736730,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,251796544,3344800,SH,,DFND,3344800,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,38806915,515501,SH,,DFND,515501,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,9441618,125420,SH,,DFND,125420,0,0
LOUISIANA PAC CORP,COM,546347105,202446000,2700000,SH,,DFND,2700000,0,0
LOUISIANA PAC CORP,COM,546347105,325781277,4344909,SH,,DFND,4344909,0,0
MARKEL CORP,COM,570535104,49448685,35750,SH,,DFND,35750,0,0
MARKEL CORP,COM,570535104,20125269,14550,SH,,DFND,14550,0,0
MARKEL CORP,COM,570535104,111871598,80880,SH,,DFND,80880,0,0
MARKEL CORP,COM,570535104,250874273,181375,SH,,DFND,181375,0,0
MARKEL CORP,COM,570535104,33654153,24331,SH,,DFND,24331,0,0
MARKEL CORP,COM,570535104,176320871,127475,SH,,DFND,127475,0,0
MARKEL CORP,COM,570535104,4495335,3250,SH,,DFND,3250,0,0
MARKEL CORP,COM,570535104,5601879,4050,SH,,DFND,4050,0,0
MASTERCARD INC,CL A,57636Q104,1567948658,3986648,SH,,DFND,3986648,0,0
MONDELEZ INTL INC,CL A,609207105,42159320,578000,SH,,DFND,578000,0,0
MOODYS CORP,COM,615369105,25070612,72100,SH,,DFND,72100,0,0
MOODYS CORP,COM,615369105,4163574244,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,4389530350,12623750,SH,,DFND,12623750,0,0
NVR INC,COM,62944T105,70568089,11112,SH,,DFND,11112,0,0
OCCIDENTAL PETE CORP,COM,674599105,13178796490,224129192,SH,,DFND,224129192,0,0
PROCTER & GAMBLE CO,COM,742718109,47858796,315400,SH,,DFND,315400,0,0
SPDR S&P 500 ETF TR,TR UNIT,78462F103,17465232,39400,SH,,DFND,39400,0,0
SNOWFLAKE INC,CL A,833445109,1077943668,6125376,SH,,DFND,6125376,0,0
T-MOBILE US INC,COM,872590104,79173000,570000,SH,,DFND,570000,0,0
T-MOBILE US INC,COM,872590104,648940800,4672000,SH,,DFND,4672000,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,10647450,59400,SH,,DFND,59400,0,0
VANGUARD INDEX FDS,S&P 500 ETF SHS,922908363,17513040,43000,SH,,DFND,43000,0,0
VERISIGN INC,COM,92343E102,1109542528,4910132,SH,,DFND,4910132,0,0
VERISIGN INC,COM,92343E102,1786401542,7905481,SH,,DFND,7905481,0,0
PARAMOUNT GLOBAL,CLASS B COM,92556H206,93654215,5886500,SH,,DFND,5886500,0,0
PARAMOUNT GLOBAL,CLASS B COM,92556H206,8620038,541800,SH,,DFND,541800,0,0
PARAMOUNT GLOBAL,CLASS B COM,92556H206,278474146,17503089,SH,,DFND,17503089,0,0
PARAMOUNT GLOBAL,CLASS B COM,92556H206,107806160,6776000,SH,,DFND,6776000,0,0
PARAMOUNT GLOBAL,CLASS B COM,92556H206,368432850,23157313,SH,,DFND,23157313,0,0
PARAMOUNT GLOBAL,CLASS B COM,92556H206,581197137,36530304,SH,,DFND,36530304,0,0
PARAMOUNT GLOBAL,CLASS B COM,92556H206,53075267,3335969,SH,,DFND,3335969,0,0
VISA INC,COM CL A,92826C839,1970480801,8297460,SH,,DFND,8297460,0,0
AON PLC,SHS CL A,G0403H108,876462800,2539000,SH,,DFND,2539000,0,0
AON PLC,SHS CL A,G0403H108,15121831,43806,SH,,DFND,43806,0,0
AON PLC,SHS CL A,G0403H108,604857369,1752194,SH,,DFND,1752194,0,0
NU HLDGS LTD,ORD SHS CL A,G6683N103,845167206,107118784,SH,,DFND,107118784,0,0
STONECO LTD,COM CL A,G85158106,136260008,10695448,SH,,DFND,10695448,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,8799061,1005607,SH,,DFND,1005607,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,14220369,1625185,SH,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,11068252,1284020,SH,,DFND,1284020,0,0
