Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,531229813,622717104,28113639,SH,,DFND,28113639,0,0
LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,531229813,20674611,933391,SH,,DFND,933391,0,0
LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,531229813,40469645,1827072,SH,,DFND,1827072,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,268446683,3736730,SH,,DFND,3736730,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,240290432,3344800,SH,,DFND,3344800,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,37033592,515501,SH,,DFND,515501,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,9010173,125420,SH,,DFND,125420,0,0
LOUISIANA PAC CORP,COM,546347105,133365050,1619884,SH,,DFND,1619884,0,0
LOUISIANA PAC CORP,COM,546347105,357716358,4344909,SH,,DFND,4344909,0,0
MASTERCARD INC,CL A,57636Q104,1758749632,3986648,SH,,DFND,3986648,0,0
MOODYS CORP,COM,615369105,30349053,72100,SH,,DFND,72100,0,0
MOODYS CORP,COM,615369105,5040185513,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,5313715088,12623750,SH,,DFND,12623750,0,0
NVR INC,COM,62944T105,84324079,11112,SH,,DFND,11112,0,0
OCCIDENTAL PETE CORP,COM,674599105,16090394458,255281524,SH,,DFND,255281524,0,0
SPDR S&P 500 ETF TR,TR UNIT,78462F103,21442268,39400,SH,,DFND,39400,0,0
SIRIUS XM HOLDINGS INC,COM,82968B103,376045343,132878213,SH,,DFND,132878213,0,0
T-MOBILE US INC,COM,872590104,823112960,4672000,SH,,DFND,4672000,0,0
ULTA BEAUTY INC,COM,90384S303,217285712,563106,SH,,DFND,563106,0,0
ULTA BEAUTY INC,COM,90384S303,49005490,127000,SH,,DFND,127000,0,0
VANGUARD INDEX FDS,S&P 500 ETF SHS,922908363,21505590,43000,SH,,DFND,43000,0,0
VERISIGN INC,COM,92343E102,873021470,4910132,SH,,DFND,4910132,0,0
VERISIGN INC,COM,92343E102,1405594522,7905481,SH,,DFND,7905481,0,0
VISA INC,COM CL A,92826C839,2177834326,8297460,SH,,DFND,8297460,0,0
AON PLC,SHS CL A,G0403H108,676408320,2304000,SH,,DFND,2304000,0,0
AON PLC,SHS CL A,G0403H108,12860565,43806,SH,,DFND,43806,0,0
AON PLC,SHS CL A,G0403H108,514409115,1752194,SH,,DFND,1752194,0,0
NU HLDGS LTD,ORD SHS CL A,G6683N103,1380761126,107118784,SH,,DFND,107118784,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,9663883,1005607,SH,,DFND,1005607,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,15618028,1625185,SH,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,12352272,1284020,SH,,DFND,1284020,0,0
CHUBB LIMITED,COM,H1467J104,6895777623,27033784,SH,,DFND,27033784,0,0
